Order Date,Order ID,Product,Category,Region,Quantity,Unit Price,Revenue
1/30/2026,ORD0203,Printer,Electronics,South,4,11000,44000
3/10/2026,ORD0204,Headphones,Electronics,North,2,2500,5000
2/12/2026,ORD0205,Desk,Furniture,West,5,12000,60000
2/1/2026,ORD0206,Monitor,Electronics,West,5,15000,75000
3/11/2026,ORD0207,Printer,Electronics,West,8,11000,88000
1/21/2026,ORD0208,Backpack,Accessories,West,1,2200,2200
3/24/2026,ORD0209,Backpack,Accessories,North,5,2200,11000
1/24/2026,ORD0210,Office Chair,Furniture,East,1,7500,7500
5/28/2026,ORD0211,Laptop,Electronics,West,3,55000,165000
5/13/2026,ORD0212,Monitor,Electronics,South,5,15000,75000
5/30/2026,ORD0213,Mouse,Accessories,North,8,900,7200
5/1/2026,ORD0214,Keyboard,Accessories,East,7,1800,12600
3/24/2026,ORD0215,Smartphone,Electronics,East,3,30000,90000
4/16/2026,ORD0216,Monitor,Electronics,West,5,15000,75000
5/21/2026,ORD0217,Laptop,Electronics,North,8,55000,440000
3/22/2026,ORD0218,Desk,Furniture,North,6,12000,72000
4/14/2026,ORD0219,Printer,Electronics,West,1,11000,11000
4/16/2026,ORD0220,Laptop,Electronics,East,4,55000,220000
6/9/2026,ORD0221,Monitor,Electronics,North,8,15000,120000
2/22/2026,ORD0222,Desk,Furniture,East,3,12000,36000
4/23/2026,ORD0223,Monitor,Electronics,North,2,15000,30000
6/11/2026,ORD0224,Backpack,Accessories,South,4,2200,8800
3/21/2026,ORD0225,Printer,Electronics,West,1,11000,11000
1/24/2026,ORD0226,Office Chair,Furniture,West,2,7500,15000
1/31/2026,ORD0227,Headphones,Electronics,East,8,2500,20000
5/11/2026,ORD0228,Desk,Furniture,West,7,12000,84000
5/1/2026,ORD0229,Office Chair,Furniture,South,8,7500,60000
4/9/2026,ORD0230,Office Chair,Furniture,North,3,7500,22500
3/12/2026,ORD0231,Mouse,Accessories,East,6,900,5400
1/1/2026,ORD0232,Desk,Furniture,West,5,12000,60000
2/8/2026,ORD0233,Monitor,Electronics,East,8,15000,120000
3/27/2026,ORD0234,Printer,Electronics,West,7,11000,77000
3/24/2026,ORD0235,Office Chair,Furniture,West,4,7500,30000
3/1/2026,ORD0236,Mouse,Accessories,East,1,900,900
5/2/2026,ORD0237,Mouse,Accessories,South,7,900,6300
5/7/2026,ORD0238,Laptop,Electronics,East,3,55000,165000
1/26/2026,ORD0239,Monitor,Electronics,West,2,15000,30000
1/4/2026,ORD0240,Headphones,Electronics,South,7,2500,17500
1/20/2026,ORD0241,Monitor,Electronics,East,5,15000,75000
6/9/2026,ORD0242,Mouse,Accessories,East,2,900,1800
6/22/2026,ORD0243,Printer,Electronics,East,7,11000,77000
6/10/2026,ORD0244,Monitor,Electronics,North,1,15000,15000
3/2/2026,ORD0245,Desk,Furniture,North,4,12000,48000
4/22/2026,ORD0246,Smartphone,Electronics,West,2,30000,60000
2/12/2026,ORD0247,Desk,Furniture,North,1,12000,12000
3/25/2026,ORD0248,Laptop,Electronics,East,5,55000,275000
4/6/2026,ORD0249,Mouse,Accessories,South,3,900,2700
5/16/2026,ORD0250,Mouse,Accessories,South,3,900,2700
2/14/2026,ORD0251,Smartphone,Electronics,South,7,30000,210000
5/8/2026,ORD0252,Backpack,Accessories,South,3,2200,6600
4/29/2026,ORD0253,Desk,Furniture,East,8,12000,96000
6/20/2026,ORD0254,Laptop,Electronics,East,8,55000,440000
6/23/2026,ORD0255,Printer,Electronics,North,3,11000,33000
4/24/2026,ORD0256,Keyboard,Accessories,West,5,1800,9000
6/26/2026,ORD0257,Desk,Furniture,East,8,12000,96000
2/20/2026,ORD0258,Mouse,Accessories,North,8,900,7200
3/2/2026,ORD0259,Mouse,Accessories,East,6,900,5400
6/29/2026,ORD0260,Desk,Furniture,West,1,12000,12000
3/12/2026,ORD0261,Laptop,Electronics,West,1,55000,55000
3/15/2026,ORD0262,Office Chair,Furniture,South,6,7500,45000
6/12/2026,ORD0263,Office Chair,Furniture,South,5,7500,37500
6/10/2026,ORD0264,Smartphone,Electronics,East,1,30000,30000
4/23/2026,ORD0265,Laptop,Electronics,South,6,55000,330000
1/24/2026,ORD0266,Desk,Furniture,West,6,12000,72000
2/14/2026,ORD0267,Office Chair,Furniture,East,3,7500,22500
5/16/2026,ORD0268,Printer,Electronics,South,5,11000,55000
3/7/2026,ORD0269,Monitor,Electronics,East,5,15000,75000
1/30/2026,ORD0270,Monitor,Electronics,South,2,15000,30000
2/27/2026,ORD0271,Mouse,Accessories,North,6,900,5400
4/12/2026,ORD0272,Laptop,Electronics,North,5,55000,275000
4/27/2026,ORD0273,Keyboard,Accessories,West,5,1800,9000
6/13/2026,ORD0274,Keyboard,Accessories,South,2,1800,3600
5/1/2026,ORD0275,Laptop,Electronics,South,6,55000,330000
6/15/2026,ORD0276,Smartphone,Electronics,East,8,30000,240000
6/16/2026,ORD0277,Mouse,Accessories,South,2,900,1800
1/12/2026,ORD0278,Laptop,Electronics,West,5,55000,275000
1/30/2026,ORD0279,Smartphone,Electronics,South,4,30000,120000
4/10/2026,ORD0280,Monitor,Electronics,West,6,15000,90000
5/31/2026,ORD0281,Headphones,Electronics,North,7,2500,17500
5/6/2026,ORD0282,Backpack,Accessories,East,7,2200,15400
1/9/2026,ORD0283,Keyboard,Accessories,West,4,1800,7200
4/24/2026,ORD0284,Office Chair,Furniture,North,6,7500,45000
6/25/2026,ORD0285,Keyboard,Accessories,North,6,1800,10800
4/12/2026,ORD0286,Desk,Furniture,North,4,12000,48000
4/27/2026,ORD0287,Smartphone,Electronics,North,4,30000,120000
1/13/2026,ORD0288,Keyboard,Accessories,South,4,1800,7200
5/25/2026,ORD0289,Office Chair,Furniture,South,2,7500,15000
5/31/2026,ORD0290,Office Chair,Furniture,East,4,7500,30000
2/7/2026,ORD0291,Backpack,Accessories,East,1,2200,2200
2/7/2026,ORD0292,Headphones,Electronics,South,5,2500,12500
1/29/2026,ORD0293,Laptop,Electronics,North,3,55000,165000
4/2/2026,ORD0294,Office Chair,Furniture,North,6,7500,45000
2/14/2026,ORD0295,Desk,Furniture,South,1,12000,12000
4/18/2026,ORD0296,Printer,Electronics,North,2,11000,22000
5/2/2026,ORD0297,Monitor,Electronics,North,6,15000,90000
4/26/2026,ORD0298,Printer,Electronics,North,4,11000,44000
6/18/2026,ORD0299,Printer,Electronics,West,5,11000,55000
6/14/2026,ORD0300,Laptop,Electronics,West,1,55000,55000
4/13/2026,ORD0301,Mouse,Accessories,West,2,900,1800
4/24/2026,ORD0302,Smartphone,Electronics,East,2,30000,60000
6/5/2026,ORD0303,Headphones,Electronics,South,2,2500,5000
3/12/2026,ORD0304,Backpack,Accessories,West,6,2200,13200
6/2/2026,ORD0305,Printer,Electronics,West,5,11000,55000
5/10/2026,ORD0306,Backpack,Accessories,North,7,2200,15400
6/29/2026,ORD0307,Smartphone,Electronics,West,4,30000,120000
4/26/2026,ORD0308,Office Chair,Furniture,East,7,7500,52500
4/27/2026,ORD0309,Mouse,Accessories,North,7,900,6300
3/22/2026,ORD0310,Mouse,Accessories,East,6,900,5400
4/6/2026,ORD0311,Headphones,Electronics,North,8,2500,20000
1/24/2026,ORD0312,Smartphone,Electronics,West,2,30000,60000
1/25/2026,ORD0313,Keyboard,Accessories,North,3,1800,5400
5/31/2026,ORD0314,Printer,Electronics,North,6,11000,66000
4/16/2026,ORD0315,Keyboard,Accessories,North,7,1800,12600
3/15/2026,ORD0316,Backpack,Accessories,East,5,2200,11000
1/27/2026,ORD0317,Backpack,Accessories,South,4,2200,8800
6/18/2026,ORD0318,Monitor,Electronics,North,4,15000,60000
3/31/2026,ORD0319,Printer,Electronics,North,6,11000,66000
3/13/2026,ORD0320,Backpack,Accessories,West,4,2200,8800
5/24/2026,ORD0321,Backpack,Accessories,East,1,2200,2200
1/8/2026,ORD0322,Headphones,Electronics,East,5,2500,12500
3/28/2026,ORD0323,Keyboard,Accessories,South,1,1800,1800
2/6/2026,ORD0324,Backpack,Accessories,North,7,2200,15400
2/6/2026,ORD0325,Laptop,Electronics,South,2,55000,110000
4/7/2026,ORD0326,Mouse,Accessories,East,8,900,7200
2/10/2026,ORD0327,Keyboard,Accessories,East,5,1800,9000
5/26/2026,ORD0328,Backpack,Accessories,North,2,2200,4400
2/9/2026,ORD0329,Headphones,Electronics,North,1,2500,2500
3/11/2026,ORD0330,Monitor,Electronics,West,7,15000,105000
6/5/2026,ORD0331,Monitor,Electronics,East,7,15000,105000
2/25/2026,ORD0332,Printer,Electronics,East,2,11000,22000
4/21/2026,ORD0333,Smartphone,Electronics,West,5,30000,150000
5/15/2026,ORD0334,Desk,Furniture,South,1,12000,12000
4/12/2026,ORD0335,Backpack,Accessories,North,1,2200,2200
2/22/2026,ORD0336,Desk,Furniture,South,4,12000,48000
3/7/2026,ORD0337,Desk,Furniture,North,6,12000,72000
1/2/2026,ORD0338,Monitor,Electronics,South,7,15000,105000
2/3/2026,ORD0339,Mouse,Accessories,East,4,900,3600
1/19/2026,ORD0340,Mouse,Accessories,West,1,900,900
1/5/2026,ORD0341,Monitor,Electronics,East,2,15000,30000
5/28/2026,ORD0342,Mouse,Accessories,West,7,900,6300
3/16/2026,ORD0343,Smartphone,Electronics,North,7,30000,210000
3/25/2026,ORD0344,Headphones,Electronics,East,8,2500,20000
1/23/2026,ORD0345,Mouse,Accessories,South,2,900,1800
4/22/2026,ORD0346,Backpack,Accessories,North,7,2200,15400
4/12/2026,ORD0347,Desk,Furniture,South,6,12000,72000
3/27/2026,ORD0348,Headphones,Electronics,North,2,2500,5000
5/16/2026,ORD0349,Printer,Electronics,East,4,11000,44000
3/31/2026,ORD0350,Headphones,Electronics,North,4,2500,10000
2/7/2026,ORD0351,Desk,Furniture,South,4,12000,48000
6/4/2026,ORD0352,Headphones,Electronics,South,2,2500,5000
6/10/2026,ORD0353,Monitor,Electronics,West,8,15000,120000
6/24/2026,ORD0354,Backpack,Accessories,East,6,2200,13200
2/8/2026,ORD0355,Monitor,Electronics,West,2,15000,30000
4/24/2026,ORD0356,Desk,Furniture,North,5,12000,60000
4/1/2026,ORD0357,Printer,Electronics,East,2,11000,22000
4/29/2026,ORD0358,Monitor,Electronics,North,1,15000,15000
4/5/2026,ORD0359,Desk,Furniture,North,2,12000,24000
6/7/2026,ORD0360,Backpack,Accessories,West,7,2200,15400
5/29/2026,ORD0361,Printer,Electronics,West,1,11000,11000
5/27/2026,ORD0362,Office Chair,Furniture,West,6,7500,45000
5/9/2026,ORD0363,Headphones,Electronics,West,1,2500,2500
1/27/2026,ORD0364,Keyboard,Accessories,South,2,1800,3600
1/11/2026,ORD0365,Office Chair,Furniture,West,8,7500,60000
5/15/2026,ORD0366,Printer,Electronics,East,3,11000,33000
4/6/2026,ORD0367,Desk,Furniture,West,7,12000,84000
3/28/2026,ORD0368,Backpack,Accessories,East,1,2200,2200
1/17/2026,ORD0369,Keyboard,Accessories,West,2,1800,3600
3/14/2026,ORD0370,Desk,Furniture,East,3,12000,36000
1/21/2026,ORD0371,Backpack,Accessories,East,3,2200,6600
3/21/2026,ORD0372,Mouse,Accessories,North,3,900,2700
3/21/2026,ORD0373,Printer,Electronics,East,7,11000,77000
2/2/2026,ORD0374,Printer,Electronics,West,2,11000,22000
5/11/2026,ORD0375,Keyboard,Accessories,East,1,1800,1800
3/21/2026,ORD0376,Headphones,Electronics,East,4,2500,10000
5/5/2026,ORD0377,Office Chair,Furniture,South,4,7500,30000
2/9/2026,ORD0378,Smartphone,Electronics,North,5,30000,150000
5/10/2026,ORD0379,Printer,Electronics,East,1,11000,11000
6/8/2026,ORD0380,Headphones,Electronics,South,7,2500,17500
2/11/2026,ORD0381,Headphones,Electronics,West,3,2500,7500
1/12/2026,ORD0382,Mouse,Accessories,South,6,900,5400
4/24/2026,ORD0383,Backpack,Accessories,West,5,2200,11000
3/1/2026,ORD0384,Printer,Electronics,East,4,11000,44000
5/1/2026,ORD0385,Office Chair,Furniture,West,6,7500,45000
4/29/2026,ORD0386,Desk,Furniture,West,7,12000,84000
2/11/2026,ORD0387,Office Chair,Furniture,East,3,7500,22500
1/14/2026,ORD0388,Monitor,Electronics,North,6,15000,90000
5/13/2026,ORD0389,Smartphone,Electronics,North,5,30000,150000
2/11/2026,ORD0390,Desk,Furniture,South,8,12000,96000
4/22/2026,ORD0391,Smartphone,Electronics,West,4,30000,120000
3/31/2026,ORD0392,Laptop,Electronics,North,7,55000,385000
4/12/2026,ORD0393,Printer,Electronics,South,6,11000,66000
4/9/2026,ORD0394,Smartphone,Electronics,South,6,30000,180000
1/8/2026,ORD0395,Keyboard,Accessories,East,2,1800,3600
2/7/2026,ORD0396,Headphones,Electronics,East,1,2500,2500
5/1/2026,ORD0397,Headphones,Electronics,West,8,2500,20000
6/7/2026,ORD0398,Laptop,Electronics,North,2,55000,110000
3/7/2026,ORD0399,Office Chair,Furniture,West,3,7500,22500
1/29/2026,ORD0400,Desk,Furniture,East,4,12000,48000
2/1/2026,ORD0401,Laptop,Electronics,West,4,55000,220000
6/13/2026,ORD0402,Backpack,Accessories,North,8,2200,17600
1/29/2026,ORD0403,Monitor,Electronics,South,1,15000,15000
2/6/2026,ORD0404,Desk,Furniture,North,7,12000,84000
6/7/2026,ORD0405,Keyboard,Accessories,West,4,1800,7200
2/17/2026,ORD0406,Smartphone,Electronics,North,6,30000,180000
5/15/2026,ORD0407,Printer,Electronics,West,1,11000,11000
5/1/2026,ORD0408,Laptop,Electronics,East,7,55000,385000
3/6/2026,ORD0409,Laptop,Electronics,North,6,55000,330000
3/30/2026,ORD0410,Office Chair,Furniture,East,2,7500,15000
2/4/2026,ORD0411,Laptop,Electronics,East,6,55000,330000
6/14/2026,ORD0412,Headphones,Electronics,West,8,2500,20000
6/11/2026,ORD0413,Headphones,Electronics,North,3,2500,7500
4/28/2026,ORD0414,Laptop,Electronics,South,5,55000,275000
1/12/2026,ORD0415,Office Chair,Furniture,East,1,7500,7500
3/21/2026,ORD0416,Printer,Electronics,West,7,11000,77000
3/6/2026,ORD0417,Laptop,Electronics,East,4,55000,220000
4/2/2026,ORD0418,Laptop,Electronics,East,6,55000,330000
2/1/2026,ORD0419,Keyboard,Accessories,West,7,1800,12600
4/23/2026,ORD0420,Mouse,Accessories,South,6,900,5400
5/8/2026,ORD0421,Monitor,Electronics,East,6,15000,90000
1/22/2026,ORD0422,Mouse,Accessories,West,2,900,1800
6/4/2026,ORD0423,Headphones,Electronics,East,5,2500,12500
